season,weather,Day,Month,DayPeriod,temp,humidity,windspeed,casual,registered,rented_bikes_count,Year,Profit
Winter,Clear,Sunday,November,morning,12.3,,8.9981,34,115,149,2012,1079.1287671232876
Winter,Clear,Thursday,December,morning,9.02,55.0,,1,8,9,2012,51.42876712328767
Fall,Clear,Monday,July,evening,,59.0,22.0028,80,293,373,2011,2635.728767123288
Fall,Clear,Friday,July,evening,,45.0,,59,204,263,2012,1891.828767123288
Summer,Clear,Thursday,May,afternoon,23.78,,27.9993,36,233,269,2011,1620.9287671232876
Spring,Clear,Friday,February,afternoon,9.84,,12.998,21,89,110,2011,743.7287671232876
Fall,Clear,Wednesday,August,morning,29.52,,0.0,3,20,23,2012,137.42876712328766
Spring,Clear,Friday,March,evening,25.42,46.0,7.0015,22,91,113,2011,769.5287671232877
Summer,Clear,Thursday,May,morning,,68.0,,1,34,35,2012,163.22876712328767
Winter,Clear,Saturday,October,morning,18.86,55.0,,18,88,106,2011,687.8287671232877
Winter,Clear,Friday,December,morning,9.84,81.0,0.0,7,378,385,2011,1745.6287671232876
Fall,Clear,Tuesday,September,afternoon,30.34,51.0,19.0012,48,136,184,2011,1410.2287671232878
Summer,Clear,Thursday,June,morning,24.6,56.0,,4,17,21,2012,141.72876712328767
Fall,Clear,Tuesday,August,morning,28.7,74.0,0.0,1,6,7,2011,42.82876712328767
Spring,Mist,Friday,February,morning,,42.0,,8,168,176,2012,859.8287671232877
Fall,Clear,Sunday,July,morning,27.88,,,6,9,15,2012,141.72876712328767
Spring,Clear,Sunday,January,afternoon,9.02,37.0,,23,82,105,2011,748.0287671232877
Winter,Clear,Thursday,October,evening,18.04,88.0,6.0032,18,81,99,2011,657.7287671232876
Summer,Clear,Thursday,April,morning,14.76,46.0,,28,610,638,2012,3104.428767123288
Fall,Clear,Tuesday,July,morning,30.34,58.0,,50,177,227,2011,1620.9287671232876
Summer,Clear,Monday,April,evening,20.5,27.0,16.9979,66,428,494,2012,2975.428767123288
Fall,Clear,Sunday,September,evening,30.34,70.0,19.9995,104,125,229,2011,2326.128767123288
Winter,Clear,Saturday,October,afternoon,,33.0,31.0009,242,230,472,2011,5151.228767123287
Fall,Clear,Thursday,July,morning,25.42,,,1,5,6,2011,38.52876712328767
Fall,Clear,Sunday,September,afternoon,,74.0,0.0,227,273,500,2012,5078.128767123288
Fall,Clear,Friday,August,morning,,52.0,16.9979,57,159,216,2011,1663.9287671232876
Spring,Clear,Saturday,February,evening,12.3,,16.9979,5,64,69,2011,361.0287671232877
Spring,Clear,Monday,January,morning,14.76,,,1,11,12,2012,64.32876712328768
Winter,Mist,Tuesday,October,evening,,77.0,11.0014,22,115,137,2011,872.7287671232876
Winter,Clear,Saturday,November,morning,,48.0,,4,4,8,2011,85.82876712328768
Spring,Clear,Saturday,February,morning,,81.0,8.9981,16,141,157,2012,881.3287671232877
Spring,Mist,Friday,February,morning,12.3,93.0,,1,11,12,2012,64.32876712328768
Spring,Mist,Friday,March,morning,13.12,,0.0,0,2,2,2012,8.42876712328767
Winter,Mist,Wednesday,December,afternoon,13.12,49.0,,25,515,540,2012,2644.328767123288
Winter,Clear,Thursday,December,morning,9.02,,,11,233,244,2011,1190.9287671232876
Summer,Clear,Thursday,May,evening,,,11.0014,33,225,258,2011,1534.9287671232876
Fall,Clear,Thursday,July,morning,26.24,57.0,19.9995,3,7,10,2011,81.52876712328768
Summer,Clear,Friday,May,morning,,44.0,11.0014,13,43,56,2011,408.32876712328766
Spring,Clear,Friday,February,morning,18.86,,,2,6,8,2011,60.02876712328767
Spring,Mist,Sunday,February,afternoon,12.3,,16.9979,22,135,157,2012,958.7287671232876
Winter,Mist,Monday,October,morning,24.6,,26.0027,88,175,263,2012,2265.928767123288
Summer,Rainy,Monday,June,evening,,,12.998,17,57,74,2012,537.3287671232877
Summer,Mist,Friday,April,evening,12.3,93.0,16.9979,11,43,54,2011,373.9287671232877
Spring,Clear,Friday,March,morning,11.48,75.0,6.0032,16,533,549,2012,2566.928767123288
Summer,Mist,Monday,June,morning,,,11.0014,0,5,5,2012,21.328767123287676
Winter,Clear,Friday,December,evening,12.3,,11.0014,7,165,172,2012,829.7287671232876
Winter,Clear,Sunday,November,afternoon,24.6,33.0,,292,362,654,2012,6578.828767123287
Fall,Clear,Monday,September,evening,,57.0,,63,373,436,2011,2687.328767123288
Spring,Mist,Wednesday,March,morning,,87.0,,11,238,249,2011,1212.4287671232876
Winter,Mist,Wednesday,December,afternoon,13.94,46.0,,19,310,329,2012,1659.6287671232876
Summer,Clear,Wednesday,May,afternoon,24.6,,12.998,53,241,294,2011,1947.728767123288
Summer,Mist,Wednesday,June,afternoon,29.52,37.0,27.9993,98,222,320,2012,2640.028767123288
Summer,Rainy,Saturday,May,evening,22.14,94.0,15.0013,15,44,59,2011,447.0287671232877
Summer,Clear,Saturday,June,morning,26.24,50.0,15.0013,21,68,89,2012,653.4287671232877
Summer,Clear,Thursday,April,afternoon,19.68,31.0,,42,169,211,2012,1448.9287671232876
Summer,Mist,Thursday,June,morning,24.6,,8.9981,24,364,388,2011,1977.828767123288
Summer,Mist,Sunday,May,evening,24.6,64.0,11.0014,117,266,383,2012,3156.028767123288
Summer,Mist,Wednesday,April,evening,17.22,,7.0015,8,252,260,2012,1221.0287671232877
Summer,Rainy,Saturday,April,afternoon,13.12,76.0,22.0028,97,93,190,2011,2068.128767123288
Summer,Mist,Tuesday,May,afternoon,,,,28,152,180,2011,1135.0287671232877
Summer,Mist,Tuesday,May,morning,24.6,,23.9994,29,157,186,2011,1173.7287671232878
Fall,Clear,Tuesday,July,evening,35.26,34.0,11.0014,52,375,427,2012,2506.728767123288
Fall,Clear,Monday,July,morning,26.24,83.0,0.0,33,30,63,2011,696.4287671232877
Summer,Clear,Friday,April,morning,16.4,37.0,19.9995,112,179,291,2012,2695.928767123288
Fall,Clear,Friday,September,afternoon,,66.0,,27,161,188,2011,1156.5287671232877
Spring,Rainy,Friday,March,morning,22.96,,,4,22,26,2012,163.22876712328767
Summer,Mist,Friday,April,evening,16.4,,19.9995,25,77,102,2011,760.9287671232877
Fall,Mist,Friday,August,morning,29.52,66.0,,45,120,165,2011,1289.8287671232877
Summer,Clear,Monday,June,morning,23.78,88.0,7.0015,4,4,8,2011,85.82876712328768
Fall,Clear,Friday,August,morning,29.52,,8.9981,32,636,668,2012,3285.028767123288
Spring,Clear,Monday,March,evening,,56.0,15.0013,10,53,63,2012,399.7287671232877
Winter,Clear,Thursday,October,morning,18.04,,23.9994,39,165,204,2012,1380.1287671232876
Winter,Mist,Sunday,November,morning,,29.0,27.9993,112,242,354,2011,2966.828767123288
Winter,Clear,Saturday,October,morning,,53.0,,23,123,146,2012,924.3287671232875
Summer,Clear,Friday,May,morning,,,8.9981,3,8,11,2011,85.82876712328768
Winter,Clear,Friday,October,evening,18.86,59.0,15.0013,20,123,143,2011,872.7287671232876
Spring,Clear,Tuesday,March,morning,9.84,65.0,26.0027,0,4,4,2011,17.028767123287672
Winter,Clear,Thursday,November,morning,,61.0,8.9981,28,138,166,2012,1074.8287671232877
Winter,Clear,Saturday,November,afternoon,16.4,40.0,,61,171,232,2011,1784.3287671232877
Fall,Clear,Monday,July,evening,,66.0,,32,59,91,2011,803.9287671232877
Summer,Clear,Saturday,April,morning,16.4,,8.9981,11,85,96,2012,554.5287671232877
Winter,Clear,Tuesday,October,afternoon,25.42,50.0,,66,139,205,2011,1732.7287671232878
Spring,Clear,Sunday,March,morning,17.22,94.0,11.0014,6,8,14,2012,137.42876712328766
Fall,Clear,Monday,August,afternoon,31.98,40.0,11.0014,79,175,254,2012,2111.128767123288
Spring,Rainy,Monday,March,morning,,,,0,4,4,2011,17.028767123287672
Spring,Mist,Wednesday,March,morning,9.84,,7.0015,5,44,49,2011,275.02876712328765
Spring,Clear,Wednesday,January,evening,7.38,,,4,74,78,2012,386.82876712328766
Spring,Clear,Monday,January,afternoon,9.84,35.0,,8,53,61,2011,365.32876712328766
Fall,Clear,Saturday,July,afternoon,32.8,55.0,11.0014,243,317,560,2012,5542.528767123287
Winter,Clear,Friday,December,morning,,46.0,27.9993,10,449,459,2011,2102.528767123288
Summer,Mist,Sunday,April,morning,,81.0,6.0032,3,9,12,2012,90.12876712328767
Summer,Rainy,Monday,May,morning,,94.0,19.9995,3,62,65,2012,318.02876712328765
Spring,Clear,Wednesday,March,morning,10.66,52.0,,0,4,4,2011,17.028767123287672
Fall,Clear,Saturday,July,afternoon,31.16,45.0,,185,243,428,2011,4226.728767123287
Winter,Clear,Friday,December,morning,9.02,,,1,62,63,2011,283.6287671232877
Spring,Clear,Saturday,February,morning,,80.0,,22,116,138,2012,877.0287671232877
Winter,Clear,Monday,December,morning,13.94,93.0,6.0032,0,38,38,2012,163.22876712328767
Winter,Clear,Thursday,November,evening,,66.0,7.0015,20,204,224,2012,1221.0287671232877
Winter,Clear,Saturday,November,morning,10.66,60.0,16.9979,3,20,23,2011,137.42876712328766
Fall,Clear,Saturday,July,evening,28.7,84.0,15.0013,69,200,269,2012,2046.628767123288
Fall,Rainy,Saturday,August,evening,28.7,84.0,,29,79,108,2011,838.3287671232877
Summer,Mist,Sunday,May,evening,18.86,82.0,0.0,23,82,105,2011,748.0287671232877
Winter,Clear,Wednesday,October,morning,22.96,52.0,,27,190,217,2012,1281.2287671232878
Summer,Clear,Friday,June,afternoon,,29.0,,98,299,397,2012,2971.128767123288
Summer,Clear,Sunday,June,morning,,89.0,16.9979,9,57,66,2011,399.7287671232877
Summer,Mist,Tuesday,May,morning,20.5,77.0,,1,2,3,2012,25.628767123287677
Spring,Clear,Wednesday,March,afternoon,20.5,,0.0,35,90,125,2011,988.8287671232875
Summer,Mist,Thursday,June,morning,27.06,61.0,15.0013,55,210,265,2012,1848.828767123288
Winter,Mist,Monday,October,afternoon,27.06,,,125,334,459,2011,3586.028767123288
Fall,Mist,Friday,September,morning,25.42,94.0,16.9979,1,1,2,2011,21.328767123287676
Fall,Rainy,Monday,September,evening,22.96,88.0,26.0027,3,17,20,2011,124.52876712328768
Summer,Rainy,Monday,May,morning,22.14,88.0,,5,105,110,2012,537.3287671232877
Spring,Clear,Friday,February,afternoon,17.22,32.0,19.9995,56,251,307,2012,2042.328767123288
Spring,Mist,Wednesday,February,afternoon,11.48,,7.0015,15,111,126,2012,735.1287671232876
Fall,Clear,Tuesday,August,morning,,,,93,207,300,2012,2489.528767123288
Spring,Clear,Monday,January,morning,,60.0,,1,4,5,2012,34.22876712328767
Spring,Clear,Sunday,March,afternoon,,,19.9995,144,106,250,2011,2932.428767123288
Fall,Clear,Thursday,July,afternoon,34.44,47.0,,66,226,292,2012,2106.828767123288
Winter,Clear,Saturday,November,morning,13.12,76.0,0.0,16,130,146,2012,834.0287671232877
Winter,Mist,Monday,December,morning,,,,0,4,4,2012,17.028767123287672
Summer,Mist,Monday,April,morning,,45.0,23.9994,35,55,90,2011,838.3287671232877
Fall,Clear,Wednesday,July,evening,35.26,47.0,,177,255,432,2012,4140.728767123287
Fall,Clear,Monday,July,afternoon,,48.0,8.9981,82,790,872,2012,4807.228767123287
Fall,Clear,Wednesday,July,morning,,79.0,,0,6,6,2011,25.628767123287677
Spring,Clear,Friday,January,morning,5.74,69.0,8.9981,0,117,117,2011,502.9287671232877
Winter,Mist,Sunday,October,morning,15.58,66.0,16.9979,74,218,292,2011,2210.028767123288
Spring,Mist,Wednesday,January,morning,9.84,87.0,,13,84,97,2012,584.6287671232876
Spring,Clear,Sunday,January,evening,7.38,47.0,8.9981,14,47,61,2011,442.7287671232877
Spring,Clear,Sunday,February,evening,10.66,60.0,0.0,5,57,62,2011,330.9287671232877
Summer,Clear,Wednesday,May,morning,28.7,54.0,12.998,59,271,330,2012,2179.928767123288
Winter,Mist,Friday,December,evening,15.58,76.0,0.0,15,337,352,2012,1706.9287671232876
Summer,Mist,Sunday,April,morning,15.58,87.0,6.0032,12,24,36,2011,309.4287671232877
Winter,Clear,Saturday,December,afternoon,17.22,82.0,11.0014,167,374,541,2012,4480.428767123288
Fall,Clear,Monday,July,evening,28.7,65.0,,22,109,131,2012,846.9287671232877
Winter,Clear,Sunday,November,afternoon,,55.0,,101,219,320,2011,2678.728767123288
Winter,Clear,Saturday,December,afternoon,,,,33,195,228,2011,1405.9287671232876
Spring,Clear,Saturday,February,afternoon,10.66,,19.0012,18,217,235,2012,1242.5287671232877
Winter,Clear,Sunday,December,morning,11.48,75.0,0.0,7,34,41,2011,266.4287671232877
Summer,Clear,Tuesday,June,evening,32.8,59.0,15.0013,82,432,514,2012,3267.828767123288
Spring,Clear,Tuesday,January,morning,,63.0,,0,2,2,2011,8.42876712328767
Winter,Clear,Monday,November,morning,18.04,72.0,16.9979,11,311,322,2011,1526.3287671232877
Winter,Rainy,Tuesday,December,morning,18.86,88.0,15.0013,0,7,7,2011,29.928767123287678
Summer,Rainy,Friday,June,morning,22.96,,11.0014,18,59,77,2012,563.1287671232876
Spring,Clear,Wednesday,February,evening,13.94,53.0,,4,54,58,2012,300.82876712328766
Winter,Mist,Sunday,October,evening,21.32,94.0,0.0,48,104,152,2011,1272.6287671232876
Summer,Mist,Sunday,April,morning,18.04,,15.0013,21,64,85,2012,636.2287671232876
Winter,Mist,Wednesday,November,evening,12.3,,6.0032,15,252,267,2012,1341.4287671232876
Fall,Rainy,Tuesday,September,afternoon,22.14,,26.0027,18,71,89,2011,614.7287671232876
Winter,Clear,Wednesday,October,afternoon,,40.0,11.0014,58,261,319,2012,2119.728767123288
Summer,Clear,Saturday,April,evening,20.5,20.0,15.0013,73,135,208,2012,1835.928767123288
Summer,Clear,Thursday,April,morning,12.3,65.0,22.0028,12,294,306,2012,1470.4287671232876
Summer,Clear,Wednesday,May,evening,,77.0,16.9979,42,296,338,2012,1995.028767123288
Summer,Clear,Wednesday,May,morning,22.96,88.0,0.0,26,640,666,2012,3199.028767123288
Summer,Clear,Sunday,May,morning,17.22,77.0,7.0015,7,43,50,2011,305.1287671232877
Spring,Clear,Monday,March,evening,10.66,,,4,116,120,2012,567.4287671232877
Summer,Mist,Saturday,April,evening,,,8.9981,47,83,130,2011,1165.1287671232876
Fall,Clear,Monday,July,morning,27.88,74.0,15.0013,22,255,277,2011,1474.7287671232878
Fall,Rainy,Wednesday,September,evening,26.24,89.0,,3,93,96,2011,451.32876712328766
Winter,Rainy,Saturday,November,afternoon,15.58,46.0,8.9981,36,172,208,2011,1358.6287671232876
Fall,Clear,Monday,August,afternoon,,,19.0012,64,218,282,2011,2038.028767123288
Fall,Clear,Saturday,August,morning,27.88,79.0,,54,217,271,2012,1861.728767123288
Fall,Clear,Thursday,September,morning,,,0.0,9,186,195,2012,954.4287671232876
Summer,Clear,Monday,June,morning,,,0.0,2,33,35,2012,176.12876712328767
Winter,Clear,Saturday,October,morning,18.04,62.0,12.998,5,18,23,2011,163.22876712328767
Spring,Clear,Monday,February,morning,,,,7,14,21,2012,180.42876712328768
Fall,Clear,Friday,September,morning,16.4,71.0,,2,4,6,2011,51.42876712328767
Winter,Clear,Sunday,October,morning,20.5,77.0,0.0,66,119,185,2011,1646.7287671232878
Summer,Clear,Sunday,May,morning,16.4,82.0,,4,9,13,2011,107.32876712328768
Summer,Rainy,Wednesday,April,afternoon,18.04,72.0,7.0015,8,43,51,2012,322.32876712328766
Spring,Clear,Monday,March,morning,9.84,,19.9995,15,43,58,2011,442.7287671232877
Fall,Clear,Sunday,August,morning,31.16,66.0,22.0028,27,81,108,2012,812.5287671232877
Summer,Clear,Wednesday,April,evening,17.22,77.0,8.9981,26,342,368,2012,1917.628767123288
Winter,Mist,Thursday,December,afternoon,21.32,59.0,,14,310,324,2011,1573.6287671232876
Summer,Clear,Friday,May,afternoon,24.6,40.0,16.9979,82,262,344,2011,2536.828767123288
Spring,Mist,Tuesday,January,morning,6.56,55.0,,2,97,99,2011,451.32876712328766
Summer,Mist,Monday,May,morning,22.14,77.0,,3,3,6,2012,64.32876712328768
Winter,Mist,Wednesday,November,morning,,56.0,,6,68,74,2012,395.4287671232877
Spring,Rainy,Monday,January,evening,,86.0,19.0012,1,3,4,2011,29.928767123287678
Winter,Clear,Thursday,October,afternoon,,46.0,8.9981,62,157,219,2011,1741.3287671232877
Spring,Rainy,Wednesday,February,morning,16.4,54.0,11.0014,0,67,67,2012,287.9287671232877
Summer,Clear,Monday,May,afternoon,25.42,38.0,19.0012,36,138,174,2011,1212.4287671232876
Summer,Clear,Saturday,May,afternoon,24.6,,11.0014,143,235,378,2011,3469.928767123288
Fall,Clear,Wednesday,August,morning,,54.0,11.0014,1,10,11,2011,60.02876712328767
Winter,Clear,Monday,October,afternoon,,64.0,16.9979,96,670,766,2012,4532.028767123287
Summer,Clear,Friday,June,morning,,88.0,,3,21,24,2011,141.72876712328767
Spring,Clear,Monday,March,afternoon,,,27.9993,21,56,77,2011,601.8287671232877
Winter,Mist,Monday,December,morning,15.58,87.0,0.0,0,24,24,2012,103.02876712328768
Spring,Clear,Tuesday,February,morning,9.84,,32.9975,7,236,243,2011,1135.0287671232877
Winter,Clear,Friday,November,afternoon,17.22,,8.9981,61,593,654,2012,3598.928767123288
Winter,Clear,Wednesday,November,morning,9.84,,,0,5,5,2012,21.328767123287676
Winter,Clear,Thursday,November,morning,13.94,61.0,19.9995,12,343,355,2011,1681.1287671232876
Winter,Clear,Friday,October,morning,19.68,77.0,,34,207,241,2011,1474.7287671232878
Spring,Clear,Saturday,March,evening,16.4,37.0,,27,45,72,2011,657.7287671232876
Spring,Clear,Monday,February,morning,4.1,,,0,17,17,2012,72.92876712328767
Summer,Clear,Wednesday,June,morning,20.5,,16.9979,11,110,121,2011,662.0287671232877
Winter,Mist,Sunday,November,evening,,56.0,11.0014,12,41,53,2012,382.5287671232877
Summer,Clear,Friday,April,morning,,,22.0028,81,157,238,2012,2068.128767123288
Winter,Clear,Tuesday,December,evening,13.12,,11.0014,5,262,267,2011,1212.4287671232876
Spring,Clear,Thursday,March,evening,19.68,72.0,12.998,12,85,97,2012,571.7287671232876
Winter,Clear,Monday,October,morning,,77.0,7.0015,40,744,784,2012,3887.028767123288
Fall,Clear,Wednesday,September,morning,24.6,88.0,,14,176,190,2011,997.4287671232876
Spring,Clear,Wednesday,January,morning,,86.0,,2,72,74,2012,343.82876712328766
Winter,Mist,Tuesday,November,morning,21.32,83.0,,5,18,23,2012,163.22876712328767
Fall,Mist,Wednesday,August,afternoon,33.62,28.0,19.9995,70,489,559,2011,3306.528767123288
Winter,Mist,Tuesday,October,evening,22.96,83.0,19.0012,10,47,57,2011,373.9287671232877
Winter,Clear,Thursday,November,evening,,,11.0014,8,112,120,2012,619.0287671232877
Winter,Clear,Wednesday,December,morning,18.04,44.0,,11,161,172,2012,881.3287671232877
Summer,Clear,Friday,April,evening,22.14,24.0,,75,352,427,2012,2803.428767123288
Fall,Mist,Wednesday,September,evening,27.06,65.0,,24,189,213,2011,1225.3287671232877
Summer,Mist,Monday,April,morning,22.96,49.0,6.0032,60,124,184,2011,1565.0287671232877
Fall,Mist,Tuesday,September,afternoon,28.7,74.0,,17,97,114,2012,709.3287671232877
Fall,Mist,Saturday,September,evening,,41.0,11.0014,169,309,478,2012,4235.328767123287
Summer,Mist,Thursday,May,morning,19.68,88.0,,2,9,11,2012,72.92876712328767
Fall,Mist,Monday,September,afternoon,26.24,69.0,,74,379,453,2012,2902.328767123288
Winter,Clear,Monday,November,evening,21.32,77.0,16.9979,12,100,112,2012,636.2287671232876
Fall,Mist,Thursday,July,morning,27.06,,,13,279,292,2011,1423.1287671232876
Winter,Clear,Friday,October,morning,27.06,54.0,,68,192,260,2012,1995.028767123288
Winter,Clear,Friday,October,morning,,,6.0032,48,126,174,2011,1367.2287671232878
Fall,Clear,Wednesday,September,afternoon,24.6,38.0,15.0013,74,812,886,2012,4764.228767123287
Fall,Clear,Tuesday,July,evening,31.16,55.0,32.9975,80,296,376,2012,2648.628767123288
Summer,Mist,Wednesday,May,morning,23.78,83.0,,35,210,245,2012,1504.8287671232877
Fall,Clear,Thursday,August,afternoon,33.62,46.0,,67,115,182,2011,1646.7287671232878
Summer,Clear,Saturday,June,morning,26.24,,11.0014,99,241,340,2012,2738.928767123288
Spring,Clear,Wednesday,March,afternoon,22.96,40.0,31.0009,35,509,544,2012,2790.528767123288
Summer,Clear,Tuesday,May,afternoon,25.42,73.0,31.0009,61,123,184,2011,1577.9287671232876
Winter,Clear,Saturday,November,afternoon,16.4,37.0,,141,202,343,2011,3293.628767123288
Summer,Clear,Sunday,June,evening,,78.0,12.998,33,74,107,2011,885.6287671232876
Winter,Clear,Wednesday,December,morning,18.86,67.0,11.0014,2,7,9,2012,64.32876712328768
Summer,Clear,Thursday,June,afternoon,36.08,,19.0012,52,414,466,2011,2674.428767123288
Summer,Clear,Wednesday,May,morning,22.14,94.0,7.0015,4,34,38,2012,214.8287671232877
Fall,Clear,Sunday,August,evening,28.7,,,21,82,103,2011,713.6287671232876
Spring,Clear,Monday,January,morning,6.56,,16.9979,21,158,179,2012,1040.4287671232876
Summer,Clear,Wednesday,April,morning,14.76,46.0,26.0027,35,147,182,2012,1233.9287671232876
Summer,Clear,Sunday,May,afternoon,23.78,,0.0,63,205,268,2011,1964.928767123288
